;age;job;marital;education;default;balance;housing;loan;contact;days since last contact;number previous contacts;previous outcome
1474;44;admin.;divorced;secondary;no;432;no;no;cellular;-1;0;unknown
1475;57;management;married;tertiary;no;1172;no;no;unknown;-1;0;unknown
1476;29;blue-collar;single;secondary;no;9;yes;no;cellular;-1;0;unknown
1477;31;services;married;secondary;no;428;yes;no;unknown;-1;0;unknown
1478;35;technician;single;tertiary;no;7546;yes;no;cellular;122;3;failure
1479;31;blue-collar;married;primary;no;620;no;no;cellular;-1;0;unknown
1480;35;self-employed;married;tertiary;no;8647;no;no;cellular;-1;0;unknown
1481;40;management;single;secondary;no;192;yes;no;unknown;-1;0;unknown
1482;39;blue-collar;married;secondary;no;0;yes;no;cellular;7;2;failure
1483;43;technician;single;tertiary;no;27733;yes;no;unknown;-1;0;unknown
1484;44;entrepreneur;married;primary;no;276;yes;yes;unknown;-1;0;unknown
1485;29;technician;single;secondary;no;113;no;no;cellular;183;4;success
1486;40;technician;married;secondary;no;782;yes;no;unknown;-1;0;unknown
1487;33;entrepreneur;married;primary;no;82;yes;no;cellular;-1;0;unknown
1488;46;management;married;tertiary;no;1008;no;no;cellular;-1;0;unknown
1489;27;unknown;single;tertiary;no;6421;no;no;telephone;-1;0;unknown
1490;26;admin.;single;secondary;no;443;no;no;cellular;-1;0;unknown
1491;41;technician;married;secondary;no;351;yes;no;cellular;-1;0;unknown
1492;34;technician;married;tertiary;no;5060;yes;no;cellular;-1;0;unknown
1493;39;technician;single;tertiary;no;-41;no;yes;cellular;-1;0;unknown
1494;27;services;single;secondary;no;-124;no;no;cellular;-1;0;unknown
1495;31;blue-collar;married;secondary;no;79;yes;yes;cellular;-1;0;unknown
1496;44;unemployed;single;secondary;no;3945;no;no;cellular;-1;0;unknown
1497;55;retired;married;tertiary;no;197;no;yes;cellular;-1;0;unknown
1498;51;blue-collar;divorced;primary;no;837;no;no;telephone;-1;0;unknown
1499;50;management;married;tertiary;no;-94;no;yes;unknown;-1;0;unknown
1500;30;services;married;secondary;no;1743;yes;no;cellular;-1;0;unknown
1501;46;technician;married;secondary;no;57;no;no;unknown;-1;0;unknown
1502;49;admin.;married;secondary;no;635;no;no;cellular;-1;0;unknown
1503;56;retired;married;secondary;no;-113;yes;yes;cellular;-1;0;unknown
1504;47;admin.;divorced;secondary;no;225;no;no;cellular;-1;0;unknown
1505;30;admin.;married;secondary;no;124;no;no;telephone;-1;0;unknown
1506;36;entrepreneur;single;secondary;no;475;no;no;cellular;-1;0;unknown
1507;40;management;married;tertiary;no;-7;no;yes;telephone;-1;0;unknown
1508;37;technician;single;secondary;yes;375;no;no;unknown;-1;0;unknown
1509;42;admin.;divorced;secondary;no;936;no;no;cellular;-1;0;unknown
1510;45;technician;married;secondary;no;1415;yes;no;cellular;116;1;failure
1511;34;unemployed;single;secondary;no;0;no;no;cellular;-1;0;unknown
1512;27;admin.;single;secondary;no;3638;no;no;cellular;-1;0;unknown
1513;30;blue-collar;married;secondary;no;-99;yes;no;cellular;-1;0;unknown
1514;32;technician;married;secondary;no;167;yes;yes;cellular;-1;0;unknown
1515;46;housemaid;married;primary;no;19;yes;no;telephone;-1;0;unknown
1516;29;self-employed;married;tertiary;no;242;yes;no;cellular;-1;0;unknown
1517;53;unknown;married;unknown;no;13;no;no;telephone;-1;0;unknown
1518;32;technician;married;secondary;no;286;no;no;cellular;343;4;failure
1519;49;unemployed;married;secondary;no;769;yes;no;unknown;-1;0;unknown
1520;35;management;married;tertiary;no;93;no;no;cellular;88;1;other
1521;38;blue-collar;married;secondary;no;1663;yes;no;cellular;327;1;failure
1522;39;entrepreneur;married;primary;no;238;yes;yes;cellular;-1;0;unknown
1523;34;technician;single;secondary;no;2178;yes;no;cellular;-1;0;unknown
1524;42;blue-collar;married;primary;no;792;yes;yes;cellular;175;12;other
1525;35;blue-collar;single;unknown;no;871;yes;no;unknown;-1;0;unknown
1526;60;admin.;married;secondary;no;1025;no;no;cellular;-1;0;unknown
1527;57;technician;divorced;secondary;no;63;yes;no;unknown;-1;0;unknown
1528;31;blue-collar;single;secondary;no;16;no;no;cellular;-1;0;unknown
1529;29;management;single;secondary;no;417;no;no;cellular;-1;0;unknown
1530;41;services;married;secondary;no;3992;yes;no;telephone;-1;0;unknown
1531;46;blue-collar;married;primary;no;2749;yes;no;cellular;-1;0;unknown
1532;33;technician;married;secondary;no;133;no;no;cellular;-1;0;unknown
1533;32;blue-collar;single;secondary;no;1721;yes;no;unknown;-1;0;unknown
1534;54;management;divorced;tertiary;no;2171;yes;yes;telephone;-1;0;unknown
1535;37;services;married;secondary;no;4760;yes;no;cellular;169;2;failure
1536;32;technician;single;secondary;no;2979;no;no;cellular;-1;0;unknown
1537;43;management;married;tertiary;no;690;yes;no;cellular;-1;0;unknown
1538;50;blue-collar;divorced;secondary;no;203;yes;no;telephone;127;4;other
1539;34;blue-collar;married;secondary;no;322;yes;no;cellular;-1;0;unknown
1540;31;admin.;divorced;secondary;no;1210;no;no;cellular;-1;0;unknown
1541;43;self-employed;married;secondary;no;634;yes;no;cellular;131;1;failure
1542;49;entrepreneur;married;secondary;no;273;no;no;cellular;-1;0;unknown
1543;22;student;single;unknown;no;47;no;no;cellular;-1;0;unknown
1544;35;management;married;tertiary;no;1100;no;yes;cellular;-1;0;unknown
1545;56;admin.;married;secondary;no;0;yes;no;telephone;-1;0;unknown
1546;53;blue-collar;married;secondary;no;0;no;no;telephone;-1;0;unknown
1547;54;entrepreneur;married;tertiary;no;1544;no;yes;cellular;196;3;failure
1548;32;services;single;unknown;no;6145;yes;no;cellular;287;13;failure
1549;41;self-employed;married;secondary;no;28;yes;no;cellular;-1;0;unknown
1550;40;blue-collar;married;secondary;no;1012;yes;no;cellular;-1;0;unknown
1551;33;blue-collar;married;primary;no;245;yes;yes;cellular;-1;0;unknown
1552;33;management;single;tertiary;no;1998;no;no;cellular;-1;0;unknown
1553;34;blue-collar;married;secondary;no;3990;yes;no;cellular;-1;0;unknown
1554;36;services;married;secondary;no;1328;yes;no;unknown;-1;0;unknown
1555;34;entrepreneur;married;tertiary;no;412;yes;yes;cellular;-1;0;unknown
1556;55;management;married;primary;no;229;no;yes;unknown;-1;0;unknown
1557;28;student;single;tertiary;no;1562;no;no;cellular;-1;0;unknown
1558;29;admin.;single;secondary;no;3432;yes;no;cellular;-1;0;unknown
1559;31;admin.;single;secondary;no;144;yes;no;unknown;-1;0;unknown
1560;52;management;married;tertiary;no;1339;yes;no;cellular;-1;0;unknown
1561;54;services;married;unknown;no;386;no;yes;cellular;152;1;success
1562;43;blue-collar;married;primary;no;7727;yes;no;unknown;-1;0;unknown
1563;55;entrepreneur;married;secondary;no;204;no;no;cellular;-1;0;unknown
1564;28;blue-collar;divorced;unknown;no;101;yes;no;unknown;-1;0;unknown
1565;45;unemployed;divorced;secondary;no;728;yes;yes;cellular;-1;0;unknown
1566;45;entrepreneur;married;primary;no;2418;yes;no;unknown;-1;0;unknown
1567;51;management;married;tertiary;no;2934;yes;no;cellular;-1;0;unknown
1568;42;technician;single;secondary;no;0;yes;no;unknown;-1;0;unknown
1569;43;unknown;single;unknown;no;181;no;no;telephone;-1;0;unknown
1570;34;management;married;tertiary;no;176;no;no;cellular;-1;0;unknown
1571;36;blue-collar;married;primary;no;49;yes;no;cellular;365;5;other
1572;37;blue-collar;married;secondary;no;2023;yes;no;cellular;-1;0;unknown
1573;50;blue-collar;married;secondary;no;372;yes;no;telephone;-1;0;unknown
1574;42;management;divorced;unknown;no;7702;no;no;cellular;-1;0;unknown
1575;34;blue-collar;single;primary;no;464;yes;no;cellular;299;2;other
1576;48;management;married;secondary;no;117;yes;no;cellular;-1;0;unknown
1577;47;admin.;married;secondary;no;104;yes;yes;cellular;-1;0;unknown
1578;40;management;married;tertiary;no;1041;yes;no;unknown;-1;0;unknown
1579;37;management;married;tertiary;no;539;no;no;cellular;115;3;failure
1580;38;blue-collar;married;primary;no;0;yes;no;unknown;-1;0;unknown
1581;29;technician;single;tertiary;no;406;yes;no;cellular;-1;0;unknown
1582;46;blue-collar;married;primary;no;2558;yes;no;telephone;167;1;other
1583;26;blue-collar;married;secondary;no;484;yes;no;unknown;-1;0;unknown
1584;30;services;single;tertiary;no;3516;yes;no;unknown;-1;0;unknown
1585;42;blue-collar;married;secondary;no;5639;yes;no;cellular;-1;0;unknown
1586;42;management;single;tertiary;no;100;no;no;cellular;-1;0;unknown
1587;31;admin.;single;secondary;no;1306;yes;no;unknown;-1;0;unknown
1588;37;management;single;tertiary;no;815;yes;no;cellular;-1;0;unknown
1589;26;blue-collar;married;secondary;no;245;yes;no;unknown;-1;0;unknown
1590;54;blue-collar;married;unknown;no;191;no;no;cellular;-1;0;unknown
1591;70;retired;married;secondary;no;2815;no;no;cellular;182;1;failure
1592;29;self-employed;single;secondary;no;3672;yes;yes;unknown;-1;0;unknown
1593;50;services;married;secondary;no;1572;yes;no;cellular;-1;0;unknown
1594;60;unemployed;divorced;secondary;no;385;yes;no;cellular;-1;0;unknown
1595;32;technician;single;secondary;no;29;no;no;cellular;-1;0;unknown
1596;32;technician;married;secondary;no;84;no;yes;cellular;-1;0;unknown
1597;34;self-employed;single;tertiary;no;876;yes;no;cellular;-1;0;unknown
1598;48;services;single;primary;no;1499;yes;no;cellular;-1;0;unknown
1599;25;student;married;tertiary;no;0;yes;no;cellular;-1;0;unknown
1600;32;management;married;secondary;no;6217;yes;yes;cellular;181;2;failure
1601;32;blue-collar;married;primary;no;329;yes;no;cellular;-1;0;unknown
1602;47;admin.;divorced;secondary;no;162;yes;no;unknown;-1;0;unknown
1603;32;technician;married;unknown;no;14533;no;no;cellular;198;2;success
1604;49;management;single;tertiary;no;151;yes;no;cellular;-1;0;unknown
1605;53;services;married;secondary;no;-2;yes;yes;cellular;-1;0;unknown
1606;41;blue-collar;single;unknown;no;4684;no;no;unknown;-1;0;unknown
1607;47;management;divorced;tertiary;no;1149;no;yes;cellular;-1;0;unknown
1608;35;blue-collar;married;primary;no;11;yes;no;unknown;-1;0;unknown
1609;33;management;single;secondary;no;8004;no;no;cellular;-1;0;unknown
1610;49;blue-collar;married;primary;no;1019;yes;no;cellular;-1;0;unknown
1611;46;management;divorced;tertiary;no;1297;no;no;cellular;-1;0;unknown
1612;29;management;divorced;tertiary;no;415;yes;yes;unknown;-1;0;unknown
1613;58;self-employed;married;primary;no;671;yes;no;unknown;-1;0;unknown
1614;40;admin.;single;secondary;no;2378;yes;no;unknown;-1;0;unknown
1615;34;management;married;tertiary;no;417;yes;no;cellular;-1;0;unknown
1616;60;retired;married;primary;no;71;no;no;cellular;-1;0;unknown
1617;43;management;married;tertiary;no;1188;no;no;cellular;-1;0;unknown
1618;50;blue-collar;married;primary;no;8139;yes;no;cellular;-1;0;unknown
1619;33;blue-collar;married;secondary;no;249;yes;no;cellular;-1;0;unknown
1620;37;blue-collar;married;primary;no;689;yes;no;cellular;-1;0;unknown
1621;55;self-employed;married;secondary;no;203;yes;no;telephone;174;12;other
1622;45;blue-collar;single;primary;yes;-183;no;yes;cellular;-1;0;unknown
1623;47;blue-collar;married;primary;no;3451;no;yes;cellular;-1;0;unknown
1624;58;technician;married;secondary;no;116;no;no;unknown;-1;0;unknown
1625;36;services;married;secondary;no;1746;yes;no;cellular;316;1;failure
1626;55;technician;married;secondary;no;0;yes;no;unknown;-1;0;unknown
1627;31;blue-collar;married;secondary;no;897;yes;no;unknown;-1;0;unknown
1628;38;technician;married;secondary;no;821;yes;yes;cellular;180;1;failure
1629;42;blue-collar;married;secondary;no;130;yes;no;unknown;-1;0;unknown
1630;32;management;divorced;tertiary;no;1;yes;no;unknown;-1;0;unknown
1631;39;blue-collar;married;secondary;no;8;no;no;cellular;-1;0;unknown
1632;41;technician;married;secondary;no;55;yes;no;cellular;-1;0;unknown
1633;59;blue-collar;married;primary;no;699;no;no;cellular;154;6;failure
1634;42;unemployed;divorced;secondary;no;759;no;no;cellular;169;3;failure
1635;33;blue-collar;married;secondary;no;687;yes;no;cellular;370;1;failure
1636;53;retired;married;secondary;no;4968;no;no;cellular;87;2;failure
1637;43;blue-collar;married;primary;no;1211;yes;no;unknown;-1;0;unknown
1638;39;self-employed;single;tertiary;no;426;no;no;unknown;-1;0;unknown
1639;27;entrepreneur;single;secondary;no;376;yes;yes;cellular;-1;0;unknown
1640;39;management;married;tertiary;no;12;yes;no;unknown;-1;0;unknown
1641;27;blue-collar;single;secondary;no;23;no;no;cellular;-1;0;unknown
1642;33;admin.;married;secondary;no;353;yes;no;cellular;-1;0;unknown
1643;29;services;divorced;secondary;no;330;yes;no;unknown;-1;0;unknown
1644;33;management;divorced;tertiary;no;0;no;no;cellular;-1;0;unknown
1645;41;entrepreneur;married;secondary;no;353;no;no;cellular;-1;0;unknown
1646;38;technician;single;tertiary;no;2273;yes;no;cellular;-1;0;unknown
1647;30;management;married;tertiary;no;0;yes;no;cellular;-1;0;unknown
1648;58;unemployed;married;tertiary;no;744;no;no;telephone;-1;0;unknown
1649;37;services;single;secondary;no;608;no;no;cellular;-1;0;unknown
1650;36;admin.;divorced;secondary;no;356;yes;no;cellular;313;1;failure
1651;45;blue-collar;married;primary;no;1291;yes;no;cellular;-1;0;unknown
1652;23;technician;single;secondary;no;-306;yes;no;unknown;-1;0;unknown
1653;53;blue-collar;married;primary;no;306;no;no;cellular;181;1;success
1654;44;blue-collar;married;primary;no;-312;yes;no;unknown;-1;0;unknown
1655;32;technician;single;secondary;no;493;no;no;cellular;-1;0;unknown
1656;32;management;married;tertiary;no;71;yes;no;cellular;-1;0;unknown
1657;38;admin.;married;tertiary;no;669;yes;yes;cellular;-1;0;unknown
1658;47;blue-collar;married;primary;no;556;yes;no;cellular;264;4;other
1659;34;services;single;secondary;no;84;yes;no;unknown;-1;0;unknown
1660;52;services;married;secondary;no;108;yes;no;unknown;-1;0;unknown
1661;45;admin.;single;secondary;no;-11;yes;no;cellular;-1;0;unknown
1662;50;blue-collar;married;primary;no;1164;yes;no;unknown;-1;0;unknown
1663;52;blue-collar;divorced;primary;no;-191;yes;no;unknown;-1;0;unknown
1664;37;blue-collar;married;secondary;no;132;no;no;unknown;-1;0;unknown
1665;51;blue-collar;married;secondary;no;2237;yes;no;unknown;-1;0;unknown
1666;32;management;married;tertiary;no;4761;yes;no;cellular;350;2;failure
1667;33;blue-collar;married;secondary;no;-346;yes;yes;unknown;-1;0;unknown
1668;28;unemployed;married;secondary;no;655;yes;no;unknown;-1;0;unknown
1669;66;management;married;tertiary;no;1048;yes;no;cellular;-1;0;unknown
1670;31;services;single;secondary;no;0;yes;no;unknown;-1;0;unknown
1671;35;blue-collar;married;primary;no;624;yes;no;unknown;-1;0;unknown
1672;47;services;single;unknown;no;1784;no;no;cellular;-1;0;unknown
1673;36;admin.;single;secondary;no;1281;no;no;telephone;-1;0;unknown
1674;32;technician;single;tertiary;no;569;no;yes;cellular;-1;0;unknown
1675;34;blue-collar;married;primary;no;1666;yes;no;unknown;-1;0;unknown
1676;40;admin.;married;secondary;no;168;yes;no;cellular;169;1;failure
1677;33;self-employed;married;tertiary;no;263;no;no;cellular;-1;0;unknown
1678;39;blue-collar;married;secondary;no;-405;yes;no;cellular;-1;0;unknown
1679;38;self-employed;married;secondary;no;279;yes;no;unknown;-1;0;unknown
1680;32;technician;single;secondary;no;0;no;no;cellular;-1;0;unknown
1681;65;unknown;married;unknown;no;300;no;no;cellular;-1;0;unknown
1682;34;unemployed;single;tertiary;no;415;no;no;cellular;-1;0;unknown
1683;34;admin.;single;primary;no;0;yes;yes;cellular;-1;0;unknown
1684;42;blue-collar;single;primary;no;1322;yes;yes;cellular;-1;0;unknown
1685;31;services;married;secondary;no;1062;yes;yes;cellular;-1;0;unknown
1686;47;technician;married;secondary;no;302;yes;no;unknown;-1;0;unknown
1687;44;technician;divorced;secondary;no;809;yes;no;unknown;-1;0;unknown
1688;38;housemaid;married;secondary;no;-278;yes;no;cellular;-1;0;unknown
1689;28;management;single;tertiary;no;3238;yes;no;unknown;-1;0;unknown
1690;46;admin.;single;secondary;no;751;yes;no;unknown;-1;0;unknown
1691;51;blue-collar;divorced;primary;no;-28;no;yes;unknown;-1;0;unknown
1692;42;management;divorced;tertiary;no;0;no;no;unknown;-1;0;unknown
1693;37;technician;single;secondary;no;2442;no;no;cellular;-1;0;unknown
1694;58;unemployed;married;tertiary;no;1798;yes;no;cellular;-1;0;unknown
1695;43;admin.;married;secondary;no;132;no;no;cellular;84;3;success
1696;36;management;single;tertiary;no;260;yes;no;cellular;-1;0;unknown
1697;34;blue-collar;married;secondary;no;7;yes;yes;cellular;193;2;other
1698;31;management;single;tertiary;no;3283;no;no;cellular;73;1;failure
1699;49;technician;married;unknown;no;323;yes;no;cellular;-1;0;unknown
1700;54;management;married;tertiary;no;2960;yes;no;cellular;-1;0;unknown
1701;29;unemployed;single;secondary;no;486;no;no;telephone;-1;0;unknown
1702;51;retired;divorced;secondary;no;343;yes;no;unknown;-1;0;unknown
1703;40;unemployed;divorced;secondary;no;507;yes;no;cellular;266;7;failure
1704;35;management;single;tertiary;no;5958;yes;no;cellular;-1;0;unknown
1705;25;student;single;secondary;no;304;no;no;cellular;-1;0;unknown
1706;32;blue-collar;single;secondary;no;118;yes;no;cellular;-1;0;unknown
1707;30;self-employed;married;secondary;no;123;no;yes;unknown;85;5;other
1708;38;management;married;tertiary;no;76;yes;no;cellular;-1;0;unknown
1709;46;admin.;married;secondary;no;70;yes;no;cellular;-1;0;unknown
1710;43;unemployed;married;primary;no;960;yes;yes;unknown;-1;0;unknown
1711;32;technician;single;tertiary;no;2185;no;no;cellular;-1;0;unknown
1712;29;blue-collar;single;secondary;no;309;yes;no;cellular;-1;0;unknown
1713;56;blue-collar;married;secondary;no;2190;no;yes;cellular;232;1;failure
1714;57;technician;married;primary;no;0;no;no;unknown;-1;0;unknown
1715;38;admin.;married;secondary;no;3732;yes;no;unknown;-1;0;unknown
1716;51;technician;married;primary;no;1550;no;no;unknown;-1;0;unknown
1717;35;admin.;single;tertiary;no;62;no;yes;cellular;-1;0;unknown
1718;37;blue-collar;married;primary;no;704;no;no;unknown;-1;0;unknown
1719;48;management;married;secondary;no;4415;yes;no;cellular;141;7;failure
1720;30;blue-collar;single;secondary;yes;4;yes;no;unknown;-1;0;unknown
1721;60;retired;married;secondary;no;262;no;no;cellular;-1;0;unknown
1722;56;management;married;secondary;no;238;yes;no;cellular;-1;0;unknown
1723;45;blue-collar;married;primary;no;97;yes;no;unknown;-1;0;unknown
1724;38;technician;divorced;secondary;no;410;no;no;cellular;-1;0;unknown
1725;20;student;single;secondary;no;1191;no;no;cellular;-1;0;unknown
